date,Open,High,Low,Close,Adj Close,Volume,P_mean,P_sum,twt_count
2018-09-06,347.440002,356.0,341.98999,346.459991,346.459991,13050200,-0.0531400966183574,-22,414
2018-09-07,342.200012,355.75,341.25,348.679993,348.679993,9105800,-0.0411764705882352,-14,340
2018-09-10,352.269989,352.5,343.079987,348.410004,348.410004,5752200,-0.0401234567901234,-13,324
2018-09-11,344.670013,356.149994,343.899994,355.929993,355.929993,6198100,-0.0092879256965944,-3,323
2018-09-12,359.079987,370.429993,356.23999,369.950012,369.950012,10480800,-0.0302375809935205,-14,463
2018-09-13,371.910004,374.089996,366.839996,368.149994,368.149994,8366100,-0.024793388429752,-9,363
2018-09-14,368.549988,371.089996,363.459991,364.559998,364.559998,4756400,-0.0956521739130434,-22,230
2018-09-17,364.220001,367.329987,349.570007,350.350006,350.350006,7071900,-0.1150159744408945,-36,313
2018-09-18,353.670013,368.149994,351.559998,367.649994,367.649994,10414000,0.0073529411764705,3,408
2018-09-19,373.950012,377.609985,359.170013,366.959991,366.959991,11876800,-0.047808764940239,-24,502
2018-09-20,370.26001,370.26001,363.170013,365.359985,365.359985,6768100,-0.0464480874316939,-17,366
2018-09-21,366.589996,372.220001,360.73999,361.190002,361.190002,11930600,-0.0159744408945686,-5,313
2018-09-24,359.0,373.640015,354.329987,369.609985,369.609985,9322500,0.0117096018735363,5,427
2018-09-25,370.230011,371.339996,364.48999,369.429993,369.429993,6799800,-0.0115273775216138,-4,347
2018-09-26,373.589996,382.0,370.880005,377.880005,377.880005,13799700,0.0380228136882129,20,526
2018-09-27,379.869995,383.200012,376.0,380.709991,380.709991,7326200,-0.0297297297297297,-11,370
2018-09-28,379.23999,380.799988,373.730011,374.130005,374.130005,7114900,-0.0586206896551724,-17,290
2018-10-01,375.850006,386.109985,375.589996,381.429993,381.429993,8376600,0.0132978723404255,5,376
2018-10-02,384.380005,386.799988,373.829987,377.140015,377.140015,8638700,-0.0526315789473684,-17,323
2018-10-03,378.529999,380.929993,374.880005,377.049988,377.049988,5798600,-0.0693877551020408,-17,245
2018-10-04,375.880005,375.920013,360.399994,363.649994,363.649994,9074400,-0.0898203592814371,-30,334
2018-10-05,359.769989,363.5,343.0,351.350006,351.350006,13523000,-0.1210526315789473,-46,380
2018-10-08,345.179993,352.950012,338.109985,349.100006,349.100006,12375500,-0.0058309037900874,-2,343
2018-10-09,348.480011,358.720001,347.089996,355.709991,355.709991,8755000,0.0156739811912225,5,319
2018-10-10,353.519989,355.149994,325.390015,325.890015,325.890015,17183100,-0.1306620209059233,-75,574
2018-10-11,324.940002,334.200012,315.809998,321.100006,321.100006,16082100,-0.103578154425612,-55,531
2018-10-12,339.570007,341.299988,328.899994,339.559998,339.559998,14870800,-0.009861932938856,-5,507
2018-10-15,337.630005,339.209991,326.929993,333.130005,333.130005,11215000,-0.0474452554744525,-26,548
2018-10-16,337.23999,347.950012,330.559998,346.399994,346.399994,20156400,-0.0323422013562858,-62,1917
2018-10-17,378.329987,380.0,356.5,364.700012,364.700012,32610900,-0.1214400859752821,-226,1861
2018-10-18,360.670013,362.200012,346.049988,346.709991,346.709991,18461000,-0.1424361493123772,-145,1018
2018-10-19,351.0,355.799988,332.200012,332.670013,332.670013,16717200,-0.1728855721393034,-139,804
2018-10-22,333.100006,335.799988,320.339996,329.540009,329.540009,17097200,-0.1585535465924895,-114,719
2018-10-23,318.0,336.579987,316.769989,333.160004,333.160004,14907300,-0.1025641025641025,-52,507
2018-10-24,332.279999,333.0,300.730011,301.829987,301.829987,19039300,-0.1660839160839161,-95,572
2018-10-25,307.119995,319.940002,305.25,312.869995,312.869995,13346900,-0.1090487238979118,-47,431
2018-10-26,300.51001,313.98999,292.299988,299.829987,299.829987,19616000,-0.1224489795918367,-60,490
2018-10-29,305.26001,307.890015,275.399994,284.839996,284.839996,21698800,-0.1382252559726962,-81,586
2018-10-30,275.570007,290.519989,271.209991,285.809998,285.809998,23685700,-0.1216730038022813,-64,526
2018-10-31,297.769989,311.5,295.049988,301.779999,301.779999,20360300,-0.0185567010309278,-9,485
2018-11-01,304.589996,318.450012,296.670013,317.380005,317.380005,15121500,-0.050632911392405,-24,474
2018-11-02,318.0,321.880005,308.329987,309.100006,309.100006,13404600,-0.081967213114754,-30,366
2018-11-05,311.100006,317.529999,303.73999,315.440002,315.440002,10283000,-0.0148809523809523,-5,336
2018-11-06,314.76001,320.220001,305.299988,310.839996,310.839996,9710400,-0.0214067278287461,-7,327
2018-11-07,312.899994,328.559998,311.0,327.5,327.5,13328300,-0.0655339805825242,-27,412
2018-11-08,328.0,332.049988,316.609985,317.920013,317.920013,11023900,-0.0748792270531401,-31,414
2018-11-09,311.070007,312.980011,298.01001,303.470001,303.470001,13480800,-0.0798226164079822,-36,451
2018-11-12,300.0,302.48999,290.630005,294.070007,294.070007,10924800,-0.0385852090032154,-12,311
2018-11-13,295.0,303.549988,289.100006,294.399994,294.399994,12232200,-0.0728476821192053,-22,302
2018-11-14,300.399994,301.839996,278.299988,286.730011,286.730011,16853600,-0.1155555555555555,-52,450
2018-11-15,285.51001,292.5,282.160004,290.059998,290.059998,9967100,-0.0625,-19,304
2018-11-16,287.140015,291.720001,281.0,286.209991,286.209991,9099500,-0.1942148760330578,-47,242
2018-11-19,283.790009,285.089996,269.149994,270.600006,270.600006,12993800,-0.1285403050108932,-59,459
2018-11-20,254.630005,276.339996,250.0,266.980011,266.980011,16693800,-0.1290877796901893,-75,581
2018-11-21,274.420013,275.339996,261.51001,262.130005,262.130005,11023000,-0.0927835051546391,-36,388
2018-11-23,260.109985,265.5,256.839996,258.820007,258.820007,5245100,-0.112,-28,250
2018-11-26,260.549988,266.25,253.800003,261.429993,261.429993,12498600,-0.0794117647058823,-27,340
2018-11-27,259.23999,269.079987,256.140015,266.630005,266.630005,11149500,-0.0375335120643431,-14,373
2018-11-28,271.980011,284.0,263.339996,282.649994,282.649994,14801300,-0.021505376344086,-10,465
2018-11-29,282.320007,290.48999,275.5,288.75,288.75,15431500,-0.020253164556962,-8,395
2018-11-30,288.0,290.809998,283.059998,286.130005,286.130005,11860100,-0.0912052117263843,-28,307
2018-12-03,293.190002,298.720001,284.579987,290.299988,290.299988,14117400,-0.1027027027027027,-38,370
2018-12-04,288.130005,295.73999,274.720001,275.329987,275.329987,12800600,-0.108433734939759,-36,332
2018-12-06,268.329987,283.220001,267.140015,282.880005,282.880005,13074300,-0.0692307692307692,-27,390
2018-12-07,282.480011,284.209991,263.380005,265.140015,265.140015,12466700,-0.1160409556313993,-34,293
2018-12-10,264.190002,271.179993,260.609985,269.700012,269.700012,9605600,-0.1095406360424028,-31,283
2018-12-11,274.079987,274.5,262.76001,265.320007,265.320007,9843200,-0.1736334405144694,-54,311
2018-12-12,267.660004,281.769989,266.480011,274.880005,274.880005,11456700,-0.0507726269315673,-23,453
2018-12-13,277.640015,279.320007,271.850006,276.019989,276.019989,8379300,-0.1268115942028985,-35,276
2018-12-14,271.809998,277.670013,265.0,266.839996,266.839996,9915300,-0.130281690140845,-37,284
2018-12-17,266.51001,272.980011,261.079987,262.799988,262.799988,9634700,-0.0974025974025974,-30,308
2018-12-18,263.299988,275.75,263.290009,270.940002,270.940002,10350100,-0.0693069306930693,-28,404
2018-12-19,269.959991,280.869995,263.769989,266.769989,266.769989,13788400,-0.0788863109048723,-34,431
2018-12-20,264.640015,269.899994,251.880005,260.579987,260.579987,16792900,-0.1643286573146292,-82,499
2018-12-21,263.829987,264.5,241.289993,246.389999,246.389999,21397600,-0.1629955947136563,-74,454
2018-12-24,242.0,250.649994,233.679993,233.880005,233.880005,9547600,-0.1089108910891089,-33,303
2018-12-26,233.919998,254.5,231.229996,253.669998,253.669998,14402700,-0.0696969696969697,-23,330
2018-12-27,250.110001,255.589996,240.100006,255.570007,255.570007,12235200,-0.0888252148997134,-31,349
2018-12-28,257.940002,261.910004,249.800003,256.079987,256.079987,10992800,-0.0064516129032258,-2,310
2018-12-31,260.160004,270.100006,260.0,267.660004,267.660004,13508900,-0.029891304347826,-11,368
2019-01-02,259.279999,269.75,256.579987,267.660004,267.660004,11679500,-0.1183745583038869,-67,566
2019-01-03,270.200012,275.790009,264.429993,271.200012,271.200012,14969600,-0.1233885819521178,-67,543
2019-01-04,281.880005,297.799988,278.540009,297.570007,297.570007,19330100,0.0153846153846153,11,715
2019-01-07,302.100006,316.799988,301.649994,315.339996,315.339996,18620100,-0.0278207109737248,-18,647
2019-01-08,319.980011,320.589996,308.01001,320.269989,320.269989,15359200,-0.0924764890282131,-59,638
2019-01-09,317.709991,323.350006,313.5,319.959991,319.959991,13343200,-0.0489977728285077,-22,449
2019-01-10,314.570007,325.369995,312.5,324.660004,324.660004,13472500,-0.0494186046511627,-34,688
2019-01-11,330.959991,341.089996,328.519989,337.589996,337.589996,19500400,-0.044172932330827,-47,1064
2019-01-14,334.23999,335.480011,329.130005,332.940002,332.940002,10499600,-0.0879396984924623,-35,398
2019-01-15,349.600006,357.220001,347.0,354.640015,354.640015,21181200,-0.0781032078103207,-112,1434
2019-01-16,354.0,358.850006,348.109985,351.390015,351.390015,15385500,-0.1158156911581569,-93,803
2019-01-17,349.5,355.790009,346.410004,353.190002,353.190002,18871200,-0.1198752228163992,-269,2244
2019-01-18,351.970001,353.0,336.730011,339.100006,339.100006,26621000,-0.0894965817277812,-144,1609
2019-01-22,334.890015,336.880005,321.029999,325.160004,325.160004,17941400,-0.1052631578947368,-84,798
2019-01-23,328.25,331.75,318.600006,321.98999,321.98999,13480100,-0.125,-71,568
2019-01-24,320.600006,331.799988,319.0,326.670013,326.670013,11131600,-0.0699300699300699,-30,429
2019-01-25,328.720001,340.0,328.51001,338.049988,338.049988,11152900,-0.0618556701030927,-24,388
2019-01-28,334.700012,336.299988,328.880005,335.660004,335.660004,8652100,-0.0674846625766871,-22,326
2019-01-29,335.869995,338.220001,328.149994,328.899994,328.899994,7655200,-0.103641456582633,-37,357
2019-01-30,332.75,341.779999,330.799988,340.660004,340.660004,9234500,-0.0833333333333333,-28,336
2019-01-31,339.679993,345.98999,338.089996,339.5,339.5,8535500,-0.0693069306930693,-28,404
2019-02-01,337.179993,346.839996,336.5,339.850006,339.850006,9827800,-0.0861538461538461,-28,325
2019-02-04,342.600006,352.0,341.299988,351.339996,351.339996,9051400,-0.0688336520076481,-36,523
2019-02-05,353.200012,360.0,352.899994,355.809998,355.809998,9046600,-0.054968287526427,-26,473
2019-02-06,357.0,357.040009,347.190002,352.190002,352.190002,6717700,-0.1388888888888889,-50,360
2019-02-07,347.899994,348.75,339.019989,344.709991,344.709991,7864500,-0.1126760563380281,-32,284
2019-02-08,338.0,348.0,338.0,347.570007,347.570007,7561400,-0.1011904761904761,-34,336
